kepoi_name,median_candidate_probability,lower_90pct,upper_90pct,interval_width,probability_std
K04043.01,0.017306325140957125,0.00890077491666877,0.043227621676745424,0.034326846760076656,0.011913395515793259
K01279.01,0.9564793102384783,0.9425905033308056,0.9768450791531078,0.03425457582230218,0.0111098386906289
K07037.01,0.03172407432206523,0.01722615639336236,0.05147595276398175,0.034249796370619395,0.05140169017709946
K00191.04,0.955784355508893,0.9298392010301618,0.9638786845125596,0.034039483482397825,0.011492573992214048
K05179.01,0.02446106751966991,0.013096070554407096,0.04702659403364698,0.03393052347923988,0.010802849255680244
K02930.01,0.02264121704100892,0.010018248694654883,0.04392312029875117,0.03390487160409629,0.011278720668062776
K01179.01,0.019127314293718133,0.011775468215809451,0.045676735638772656,0.033901267422963205,0.013166032048919729
K00508.02,0.9614661228746357,0.9442140780967905,0.9778768369831219,0.03366275888633141,0.016421174036410847
K06823.01,0.013742378763707755,0.0072693033440772905,0.04086952206045794,0.03360021871638065,0.011769024125935121
K03524.01,0.027840579015689693,0.016675670013775457,0.050160086735328825,0.03348441672155337,0.010643156305568242
K00275.01,0.9592791315445109,0.9371015686672716,0.9705650185697413,0.033463449902469744,0.013126609469352865
K00752.02,0.9493933753217711,0.9305114944822113,0.9638779371568865,0.033366442674675256,0.01651100281243611
K03819.01,0.014746671402358686,0.004064390349183555,0.03719270904594354,0.03312831869675999,0.01381501227594046
K02274.01,0.9510639377097427,0.9311863749702546,0.9640083741770655,0.03282199920681095,0.010596110509996553
K00117.04,0.9370300866592732,0.9245895905006777,0.9573633865247875,0.03277379602410979,0.008827626297010846
K06806.01,0.014760410935012774,0.008266418293986288,0.04099942777774568,0.03273300948375939,0.011515401213403153
K02219.01,0.9391223966251816,0.9212968680068127,0.953809211108139,0.032512343101326335,0.011114544298340618
K07454.01,0.017404251960505237,0.010422965085536185,0.042820569896803176,0.032397604811266995,0.013622451573374246
K01052.01,0.9649197571086574,0.9550488168726428,0.9874168011492773,0.032367984276634565,0.01067662784682893
K07027.01,0.007680159415651627,0.005373507720094419,0.037545715770966145,0.032172208050871724,0.03244039591777307
K07971.01,0.034434730684369155,0.022336903673987378,0.05433747919428752,0.03200057552030014,0.012647983890637846
K00152.03,0.9759931570172977,0.9529820257646912,0.9848620049152295,0.03187997915053831,0.010375685108300298
K00934.02,0.9698151342661836,0.9569664461734536,0.9888233032013838,0.031856857027930174,0.010542242731186563
K02828.01,0.948448010630573,0.9302715481140651,0.9620979934767506,0.03182644536268553,0.010231843396086732
K02469.01,0.9429817322761156,0.9265087562433147,0.9580234755864988,0.03151471934318406,0.01038219190993965
K07192.01,0.01570255602127347,0.010961951503755365,0.04219660633712713,0.031234654833371765,0.010347787938657378
K00708.01,0.9684018230596148,0.9536878223940489,0.9848568792107558,0.031169056816706897,0.010771253028421824
K03627.02,0.010056286243362453,0.0058470530783591166,0.03699113882692058,0.031144085748561465,0.012383513232302438
K03144.01,0.9393223414778791,0.9202050565243675,0.9506593266630002,0.030454270138632777,0.010880314908485579
K01713.02,0.9252042264118777,0.9099139712743374,0.9402058149004965,0.03029184362615911,0.008923574170143063
K06945.01,0.00866228787283997,0.00506345364914081,0.035174659168938076,0.030111205519797266,0.010057415346981907
K00386.02,0.9641504714958857,0.9480080912980252,0.9779696982310991,0.029961606933073925,0.012831283245750981
K08153.01,0.008589946567259563,0.004595643351022646,0.03432852573590366,0.029732882384881018,0.009137630868626399
K06058.01,0.01147540614575984,0.007319836638158553,0.03700606344528377,0.029686226807125213,0.023596420660469193
K00152.02,0.971204649087938,0.9561834390383616,0.9857696693209573,0.02958623028259577,0.00933401189631906
K02006.01,0.9528667987417331,0.9367056835356145,0.966284691083868,0.0295790075482536,0.008125512307617013
K00204.01,0.9685253281371289,0.9401513234484372,0.9696777168680075,0.029526393419570307,0.018387219435523478
K03833.01,0.04678866691683524,0.04254231977384041,0.0718174974582925,0.029275177684452085,0.00855012486565397
K02021.01,0.9562893230375684,0.9379711941468121,0.9671774688811122,0.029206274734300153,0.00894079396076541
K00598.01,0.9400347646133775,0.9247927323124557,0.9537849108153588,0.028992178502903032,0.010192521479546288
K05190.01,0.027478747525367758,0.0246260686480286,0.05350140495138751,0.028875336303358912,0.011817163015609878
K03849.01,0.035506643110838475,0.02898433130375518,0.05782112686840149,0.02883679556464631,0.010072288030982608
K00386.01,0.9732814570211566,0.9559059291977615,0.9847323432289473,0.0288264140311858,0.009784868028953099
K00988.01,0.9653145179207838,0.9466979866833062,0.9753194615647165,0.028621474881410314,0.008529875978689136
